,video,timestamp,text
3273,09-21,1:26,make a phone call you can only request for one object the first time you call
3274,09-21,1:31,your mom and say mom can i have an egg okay then you
3275,09-21,1:37,uh you you you you you you should drop the phone call okay and then the second time you make a phone call again and say
3276,09-21,1:44,mom can i have a box of milk okay then the phone call is over and then third time we want to request to
3277,09-21,1:51,for example then you will see mom you may make a phone call again say mom can i have an apple
3278,09-21,1:56,okay so for our every object you have to make a connection okay
3279,09-21,2:02,persistent http is different in personal http multiple objects can be
3280,09-21,2:09,sent over a single tcp connection between client and server okay
3281,09-21,2:15,so that means if you have a web page that contains multiple objects okay you
3282,09-21,2:23,don't you do not need to make multiple connections you only need to make one connection and then you will get a
3283,09-21,2:30,multiple objects for example it's like you call your mom and say mom can i have a neck uh and box a box of milk and an
3284,09-21,2:39,apple so you request for them together and then your mom will deliver all those things together to you okay so it's like
3285,09-21,2:45,that uh let's look at an example of the non-processing hcp question so far
3286,09-21,2:57,okay so now let's say this user is requesting
3287,09-21,3:03,for this web page okay this is the url and this web page
3288,09-21,3:10,you can see this home.index is the base
3289,09-21,3:18,html file okay this file
3290,09-21,3:23,contains or refers to 10 jpeg images okay can it contains not only the test
3291,09-21,3:30,but also refers to 10 jpeg images so as you can imagine now we have actually in
3292,09-21,3:37,total we have 11 objects the index file itself and 10 other images okay so then at the very
3293,09-21,3:46,beginning the http client initiates the tcp connection to the http server
3294,09-21,3:52,at some school.edu on port 80.
3295,09-21,3:58,paying attention uh here the client has to initiate the
3296,09-21,4:05,tcp connection first okay then the server add host some school.edu
3297,09-21,4:13,is waiting for the tcp connection at port 80. so the server is constantly checking port 80 and see if there is
3298,09-21,4:20,incoming request now we have i'm inc incoming requests then the server will
3299,09-21,4:25,accept the connection and notify the client to say yes let's connect okay
3300,09-21,4:30,then the clientele will say oh okay uh the connection is established so the
3301,09-21,4:36,client can now send the http request message to say hey i want to get this
3302,09-21,4:41,home.index web page okay so this request is pushed into the
3303,09-21,4:49,socket do you remember the socket the socket is like a door between the
3304,09-21,4:54,application layer and the transporter layer right so um so then this required message is
3305,09-21,5:01,pushed into the transport layer okay then further the transporter layer and the layers below will take care of this
3306,09-21,5:08,request message right so the message indicates that client the
3307,09-21,5:14,client wants object some department slash home.index okay now the server
3308,09-21,5:20,receives the request message and then the server say oh okay i need to prepare for uh for the response okay
3309,09-21,5:29,so then the several forms a response message containing the requested object
3310,09-21,5:34,which is the index file and sends a message into the socket
3311,09-21,5:40,again the server side it needs to push push the message into
3312,09-21,5:46,the socket you remember this is application layer transport
3313,09-21,5:52,layer okay between application layer there is something called socket
3314,09-21,5:59,right add to the client sign at the book and the server side they both have a socket right so then the server push
3315,09-21,6:06,this response message through the socket and then this message is sent to the
3316,09-21,6:12,client okay after that the http server say oh okay i'm done with my job so it
3317,09-21,6:19,will close the tcp connection pay attention so far we only sent out
3318,09-21,6:26,one object which is the index
3319,09-21,6:31,um the index file the home.index file okay
3320,09-21,6:37,uh and the index file still refers to 10 more jpeg objects we haven't sent those
3321,09-21,6:45,jpeg objects yet okay so now the http client received the response message
3322,09-21,6:51,containing the atmf file it will displace the html and then it will also
3323,09-21,6:57,pass the html and find okay in addition to this html file it also refers to 10
3324,09-21,7:06,jpeg objects okay then with this information
3325,09-21,7:12,what the client will do is go back to step one repeat each step from one to five
3326,09-21,7:21,in order to get the 10 jpeg objects okay
3327,09-21,7:27,so um now let's look at the response time
3328,09-21,7:32,okay let's look at the response time firstly let's define
3329,09-21,7:38,this rtt do you still remember rtt i think i mentioned this before round
3330,09-21,7:44,trip time okay your level will discuss
3331,09-21,7:50,response time we mean the the round trip time okay round trip time means the time
3332,09-21,7:57,for a small package to travel from client to server and then back so you're
3333,09-21,8:04,at the back it's not the package coming back it's the response coming back okay how about the response time
3334,09-21,8:11,which means if we want to get all those objects the one etm file and the 10
3335,09-21,8:18,reference the jpeg files if we get this full web page downloaded
3336,09-21,8:25,then how much time how much time do we need
3337,09-21,8:31,okay so before we end we we go go further to discuss that let's first
3338,09-21,8:38,discuss one definition that is called rtt a
3339,09-21,8:49,okay this is the time for small package to travel from client to server and then
3340,09-21,8:56,back this is a like one rtg it's like when you write a letter to your friend
3341,09-21,9:02,in new york and then your your friend is replying you a letter okay then finally
3342,09-21,9:08,you receive the reply letter this is a round trip time okay
3343,09-21,9:15,so as you can see as you can see in one h in the non-person http okay we need to
3344,09-21,9:22,we firstly need one rtt to initiate the tcp connection so the first one this one
3345,09-21,9:29,is for making the connection it's like for you make a phone call with your mouth okay so can i talk with you the
3346,09-21,9:37,server say yes sure let's talk this is one rtt okay after that
3347,09-21,9:43,after that we need another rtk to make the request for the web page right for
3348,09-21,9:49,the html file so then the server will see the client will see
3349,09-21,9:57,hey can i get this index file the server will say sure you can
3350,09-21,10:05,this is another rtt right one rtt after that the server will in of course in
3351,09-21,10:13,that um in that response message several will also sent out the data for the atm file
3352,09-21,10:21,right you you may imagine this is a this is a file it takes time to transmit
3353,09-21,10:27,okay so then we can see we need a little bit time here to
3354,09-21,10:33,transmit this object okay to transmit this object then in total how much height we need
3355,09-21,10:41,for sending one object if you look at that okay in total we are we need
3356,09-21,10:49,2 rtt plus the file transmission time
3357,09-21,10:54,pay attention this is just for the html file okay
3358,09-21,11:00,but we still have 10 objects to images right to 10 jpeg images to transfer okay
3359,09-21,11:08,and pay attention for non-person http we need
3360,09-21,11:16,this much time for each object because every time we need to make a new code we
3361,09-21,11:22,need to make a new connection okay so that means for image one you
3362,09-21,11:27,need two rtt plus file transmission time for email two you need
3363,09-21,11:32,one or two rtt plus file transmission type so then if you have n objects in total
3364,09-21,11:42,foreign objects are the same size but usually
3365,09-21,11:50,they are not the same size okay let's assume they are the same size
3366,09-21,11:59,okay then the total time
3367,09-21,12:06,total time needed equals to
3368,09-21,12:19,okay equals to n times 2 rtt plus the
3369,09-21,12:25,file transmission time okay or you can see if they are not the
3370,09-21,12:30,same size you can say 2 and rtt plus the file transmission time for all the
3371,09-21,12:37,objects that's also fine okay any questions here
3372,09-21,12:49,no questions okay the hot rod persistent http
3373,09-21,12:55,for percent http we know the server the server we'll leave the connection open
3374,09-21,13:03,after sending the response okay that means that after the server sending the html file it will not close the
3375,09-21,13:11,connection okay here for the client still want to get more objects the client can make
3376,09-21,13:17,requests again okay the client can make a request again
3377,09-21,13:22,so that in this case in this case if we think about the transmission time the
3378,09-21,13:29,total time needed okay so then foreign
3379,09-21,13:42,ty
3380,09-21,13:48,how many are how many connections do we need to make for all the objects
3381,09-21,13:55,think about this how many connections do we need to make for all the objects
3382,09-21,14:02,we need only one right we need only one connection
3383,09-21,14:11,equal one rtt for making connections plus after that you can transmit
3384,09-21,14:19,multiple files right you can request and uh the client can request for multiple
3385,09-21,14:27,objects and for each object again we need one rtt plus the file transmission
3386,09-21,14:32,type right so now if we consider we have n objects the total time equals to rtt
3387,09-21,14:40,rtt means for connection
3388,09-21,14:48,so this rtt first rtt is for making tcp connection
3389,09-21,15:09,the the second part is the rtt plus ftt this is the time needed
3390,09-21,15:16,for the client to make a request to the server and also for the server to
3391,09-21,15:22,respond and transmitted object okay if we have n objects then of course we need
3392,09-21,15:29,n times uh rtt plus ftt okay so this is the total time for
3393,09-21,15:35,persistent http so if you think about it if you compare this with the non-presidentiality we
3394,09-21,15:43,basically save time for the tcp connection
3395,09-21,15:49,okay so here you can see
3396,09-21,15:54,every time we need to rtt but for percent http we only need one
3397,09-21,16:00,rtt as a verb again okay it's like for nine percent gdp
3398,09-21,16:06,every time you need to call your mom okay uh when you need a new object so
3399,09-21,16:11,then you need the time to make the phone call that is the extra compared to persistently cp as i said we made an
3400,09-21,16:19,assumption that is these objects are the same size then you can do you can use this function okay
3401,09-21,16:25,but if these objects are not the same size then the f t t will be different
3402,09-21,16:31,for each object so one object may take an hour another object may use only five
3403,09-21,16:36,seconds okay then in that case you cannot do a simple like and times something okay
3404,09-21,16:43,then you will use uh you can see all the file transmission type for all the
3405,09-21,16:49,objects okay uh then you do not do this kind of multiplication
3406,09-21,16:54,uh oh one more thing i want to mention is that for none percentage gdp okay
3407,09-21,17:01,usually the browser the browser can make parallel tcp connections to fetch the
3408,09-21,17:10,reference objects okay so if it has 10 objects it can open 10 tcp connections
3409,09-21,17:16,it's like you can open 10 uh tabs in the browser to request for for the object
3410,09-21,17:24,okay the next thing i'm going to discuss is about the request and the response
3411,09-21,17:31,message format okay so we talk about the request message then how do we really make a request okay
3412,09-21,17:40,um basically for the request message you can see uh the left part this part is a
3413,09-21,17:47,is the is a one request message example okay so for the request message it is written
3414,09-21,17:54,in oscar it is human readable okay then there is
3415,09-21,17:59,one line called request line this request request line is usually composed
3416,09-21,18:05,of some commands let's get post or hat we will discuss
3417,09-21,18:10,the other commands later okay but the first one i need to know is the get this is one command okay then after the test
3418,09-21,18:18,you want to tell what things you want to get you tell the server
3419,09-21,18:25,i want to get this index.etml object
3420,09-21,18:30,okay if you want to get something else you can also specify it here so this is
3421,09-21,18:36,a get and after that after that you need to specify your foreign here in this
3422,09-21,18:43,example it is http 1.1 after that you need to add a calorie
3423,09-21,18:49,return and align fader slash on slash n to indicate this is the end of the get
3424,09-21,18:56,line of the request line okay after that after the request line
3425,09-21,19:01,we have a number of header lines okay those header lines includes including
3426,09-21,19:09,information about this request okay so for example
3427,09-21,19:16,this host is about the server so which what is the server you are making
3428,09-21,19:23,requests from okay and you are making requests too so is this the this is then this is usually
3429,09-21,19:31,the web server where you you put the hostname okay then the user agent
3430,09-21,19:36,is what kind of client client program you are using for example this is this client is used in firefox okay
3431,09-21,19:44,so then those ones those accept things are talking about
3432,09-21,19:51,the uh language the encoding method etc so those those information okay
3433,09-21,19:59,foreign means this is a persistent http
3434,09-21,20:07,okay which means this connection will keep alive for 115 seconds probably okay
3435,09-21,20:15,i don't know the units but most likely seconds okay and then
3436,09-21,20:21,connection this is seeing again this is a persistent http okay after that we add
3437,09-21,20:28,a line region category term to indicate this is the end of the header lines so
3438,09-21,20:34,this is the format of the request message i have given you the one shot lab
3439,09-21,20:41,the worship lab includes um
3440,09-21,20:47,uh it includes uh some basic operations okay and you will need to look into
3441,09-21,20:56,those packets so one of the message you will look into is the http request
3442,09-21,21:01,message and you you are going to see exactly the same thing as you see here okay
3443,09-21,21:07,um exactly the same thing i don't mean the information inside i mean this format is
3444,09-21,21:13,exactly the same okay and if you look at this uh general
3445,09-21,21:19,format again so how do we represent this because when we send this request
3446,09-21,21:25,message this request message is basically a bunch of zeros and ones right then how do we represent that in
3447,09-21,21:31,reality so we first method here
3448,09-21,21:39,we put a get or some other commands here okay and then this is the url
3449,09-21,21:45,what else can be foreign
3450,09-21,22:01,png okay that's also fine and the word number
3451,09-21,22:09,can be http 1.1 or 1.0 so basically you can see i'm i'm mapping that to here
3452,09-21,22:17,okay after that you can see you have cut return and line fader slash r selection okay and after that
3453,09-21,22:25,the second row the second row is you have the header field name the header
3454,09-21,22:30,can be host it can be uh accept etc okay then you have the header for
3455,09-21,22:37,each header you have the value for each field you have the value and then you have category trendline fader okay
3456,09-21,22:43,finally after all these are done you have another card return and line
3457,09-21,22:49,failure to indicate this is the end of the http request message okay and then you have the entity body
3458,09-21,22:58,okay the antenna body uh sometimes or some data okay that you need to upload
3459,09-21,23:04,to the server okay sometimes it's empty sometimes it may not be empty
3460,09-21,23:11,and
3461,09-21,23:16,okay so i mentioned get is one method there are
3462,09-21,23:25,also other methods like post url okay
3463,09-21,23:30,and hats and more okay let's first look at the post method what is post
3464,09-21,23:35,so the web page often often includes some form input so this this input uh
3465,09-21,23:42,will need to be filled by the client okay so the client will need to upload
3466,09-21,23:48,this input to the server usually this is done in the entity body so in this case we can use the post
3467,09-21,23:57,method okay or we can also use the url method the
3468,09-21,24:03,url methods is actually still is is although it's called uil method but
3469,09-21,24:09,still it's using the get in the master field so here i mean the method here is
3470,09-21,24:15,still using get the difference is okay the difference is
3471,09-21,24:21,if we are using like a regular get okay if you're using a regular get
3472,09-21,24:27,method for example if you want if you're doing a google search you want you want to search for monkey and another okay
3473,09-21,24:35,then usually what you have to you have to do is you upload your monkey and
3474,09-21,24:41,bananas keyword in the entity body okay in the entity body
3475,09-21,24:48,that is you when you are using a regular get method okay but if you want to use
3476,09-21,24:55,url method now what you will do is you can still use get okay
3477,09-21,25:00,you still use get but you will upload the keywords directly
3478,09-21,25:06,in the url okay so for example here you can see
3479,09-21,25:12,this is the url you will put in the uh in the uil field so you can see the
3480,09-21,25:19,keywords monkey and the banana is actually already included in the url
3481,09-21,25:25,itself so in this case you don't need to upload it into the entity body field
3482,09-21,25:31,okay there is one question is this http
3483,09-21,25:36,request being sent during the first rtt or the second rtt that's this is a good
3484,09-21,25:42,question so let's quickly review this again
3485,09-21,25:49,the first rtt is for making tcp connection connection is for making the
3486,09-21,25:55,phone call like phone call to your mom right so it's just saying hey can i connect with you the server say yes sure
3487,09-21,26:02,let's connect that's that's the only thing they do in this rtt they do not
3488,09-21,26:07,make any requests for objects okay so that in the second rtt after the
3489,09-21,26:13,connection is is a is made is established then in a second rtt the
3490,09-21,26:18,client will say hey can i get a web page it is making a http request in the
3491,09-21,26:25,second rtt okay so in this case i will say most of the
3492,09-21,26:31,time most of the time we are making atp quests in the second rtp
3493,09-21,26:38,that this answer a question
3494,09-21,26:44,okay good that's a good question
3495,09-21,26:50,um we just mentioned the post method the url method okay these methods are for
3496,09-21,26:56,uploading uploading the form input okay you can use posts or you can use the url
3497,09-21,27:03,and there are some other methods in both http 1.0 and 180 1.1
3498,09-21,27:10,so for example for 1.0 we have get method post method and also
3499,09-21,27:16,had method so this is where this method is very
3500,09-21,27:23,interesting this one is asking the server to leave
3501,09-21,27:28,the requested object out of response okay that means for example
3502,09-21,27:36,um you are you you are the client is making a request of our
3503,09-21,27:42,image okay the image may be huge maybe big right and then several very response
3504,09-21,27:47,usually irregular get methods the server will respond with a
3505,09-21,27:53,the object right and say hey this is the image here it is i'll send it to you so
3506,09-21,27:59,then this image is transmitted to the client
3507,09-21,28:05,okay of course it will take a very long time if especially if this is a large
3508,09-21,28:11,object but we've had a method it is still asking the server about this
3509,09-21,28:18,object and the server will still respond but the server will respond with all the
3510,09-21,28:25,other information except the object the object is not included in
3511,09-21,28:30,the response that means all the information are sent back but the image itself is not sent back
3512,09-21,28:37,so then you may ask why do we use that why do we use a hat
3513,09-21,28:43,okay most of the time most of the time this has is usually for like for example for testing debugging uh to to say if
3514,09-21,28:51,this object is is available on the server okay but the object is not it
3515,09-21,28:57,does not need to be really sent back to the client okay that is the purpose for
3516,09-21,29:02,help and then for atp 1.1 we have uh two more
3517,09-21,29:10,uh so one is put put is to upload the files in entity body to the path
3518,09-21,29:16,specified in the url field this is also for uploading information another method
3519,09-21,29:22,is delete delete is a delay to the file specified in the uil field okay so those
3520,09-21,29:27,are the methods used in um http 1.1 and 1.0 any questions
3521,09-21,29:40,okay um so for the response message as you
3522,09-21,29:45,can see for the response message uh one line the first line is this the stance line
3523,09-21,29:52,first line stateline so it will indicate that version of http and with a status
3524,09-21,29:58,quo [music] so this 200 is the status code
3525,09-21,30:05,it means okay it means everything is fine the the
3526,09-21,30:11,image the or the object you are requesting is available okay and i'm
3527,09-21,30:17,going to send it to you that basically it's many okay so then you can see later after this status line you can see a
3528,09-21,30:25,number of header lines so in the headlines again we have some information like a date
3529,09-21,30:32,date is the response date and time okay server what is the server apache
3530,09-21,30:39,server in this case last modified this is very important foreign
3531,09-21,30:46,date and time for the object this means this object was last modified
3532,09-21,30:54,in 2007. okay and this is very important
3533,09-21,30:59,information later i'll tell you why okay for now you don't need to know after that now you can see e-tag accept ranges
3534,09-21,31:07,content length etc and then you can see keep alive again this indicates this is
3535,09-21,31:12,a http processing http time out equal to 10 max equal to 100 so
3536,09-21,31:20,your latest means okay after i'm done with this object i'll wait for 10 more
3537,09-21,31:26,seconds okay i'll keep this uh uh connection open for 10 more seconds
3538,09-21,31:32,and within this 10 more seconds you can if you if i receive more requests i will
3539,09-21,31:37,respond if i do not receive more requests then i will end this session
3540,09-21,31:43,and this this will time out okay but i want to be alarmed forever
3541,09-21,31:50,okay so this connection can only be open for 100 seconds for example okay that
3542,09-21,31:57,means no matter if you have more requests i don't care after 100 seconds i will
3543,09-21,32:03,close this connection okay this is also for protection uh for protecting the
3544,09-21,32:08,server because we don't want the server to be occupied by a client forever okay because we know if we make
3545,09-21,32:17,this open to the client forever then we can easily the server can easily suffer
3546,09-21,32:22,from the detox attack etc okay and then again connection is means this is a
3547,09-21,32:30,non-president http okay so content type and then all the data
3548,09-21,32:36,will be sent after that so the data here means uh those uh
3549,09-21,32:42,requested html files or images etc so they are included here
3550,09-21,32:48,so these are some of the other status codes okay we just mentioned to handle
3551,09-21,32:54,okay and you can also have three one four four four four four uh for for 400 bad
3552,09-21,33:01,requests and also four for four points a very common one you see it's a lot of times and you can also have 505 okay so
3553,09-21,33:10,these are the sample codes for the http response you can actually try telnet try
3554,09-21,33:17,http on your first self uh so basically what you do is you just
3555,09-21,33:24,um try to tell that to the web server okay tell net to one web server uh
3556,09-21,33:31,basically uh it's like you are talking to that web server directly okay not go
3557,09-21,33:37,not through the web browser but through the uh terminal okay through the
3558,09-21,33:43,terminal you directly talk to that machine for example you can open a tcp connection to port 80 at
3559,09-21,33:51,cis.poly.edu of course you can do csus.edu okay you can connect to port 80
3560,09-21,33:58,to csus.edu or even other servers okay just try your favorite web servers and
3561,09-21,34:05,then you can type in a get message a get message to requests for a
3562,09-21,34:12,um for uh object okay it can be a web page it can be an image or pdf whatever
3563,09-21,34:18,you like okay then you can look at the response message uh sent by the atp server okay so i did
3564,09-21,34:27,some tests for you okay so you can see here
3565,09-21,34:32,here what i'm trying to do is i'm trying to connect i'm using telnet trying to
3566,09-21,34:39,connect to cs.umass gaia.cs.umass.edu
3567,09-21,34:46,okay at port 80. 480 is the phone number for web service
3568,09-21,34:53,we have mentioned this from many times right basically at the server side pay
3569,09-21,34:59,attention at the server side the server is opening this support 80.
3570,09-21,35:04,it's like a door it's opening this door and then the server will constantly check this port and see if there there
3571,09-21,35:12,are any incoming requests okay the client side does not need to use 80
3572,09-21,35:19,because 80 is a forward server okay client-side also need to have a door
3573,09-21,35:24,open in order to communicate with
3574,09-23,0:00,really trying
3575,09-23,0:01,talented try http on your first self so
3576,09-23,0:06,basically what you do is you just
3577,09-23,0:09,try to tell next to the web server okay
3578,09-23,0:13,tell net to one web server basically
3579,09-23,0:17,it's like you are talking to that web
3580,09-23,0:19,server directly okay not go not through
3581,09-23,0:23,the web browser but through the terminal
3582,09-23,0:27,okay through the terminal you directly
3583,09-23,0:29,talk to that machine for example you can
3584,09-23,0:32,open a tcp connection to port 80 at
3585,09-23,0:36,cis.poly.edu of course you can do
3586,09-23,0:40,csus.edu okay you can connect to port 80
3587,09-23,0:43,to csus.edu or even other servers okay
3588,09-23,0:47,just try your favorite web servers and
3589,09-23,0:50,then you can type in a get message
3590,09-23,0:53,a get message to request for a
3591,09-23,0:57,um for object okay it can be a web page
3592,09-23,1:01,it can be an image or pdf whatever you
3593,09-23,1:04,like okay then you can look at the
3594,09-23,1:06,response message
3595,09-23,1:08,sent by the atp server okay so i did
3596,09-23,1:12,some tests for you okay so you can see
3597,09-23,1:16,here
3598,09-23,1:17,here what i'm trying to do is i'm trying
3599,09-23,1:20,to connect i'm using telnet trying to
3600,09-23,1:24,connect to
3601,09-23,1:26,cs.umass gaia.cs.ums.edu
3602,09-23,1:31,okay at port 80.
3603,09-23,1:34,480 is the phone number for web service
3604,09-23,1:38,we have mentioned this from many times
3605,09-23,1:40,right basically at the server side pay
3606,09-23,1:44,attention at the server side
3607,09-23,1:46,the server is opening this support 80.
3608,09-23,1:49,it's like a door it's opening this door
3609,09-23,1:51,and then the server will constantly
3610,09-23,1:54,check this port and see if there there
3611,09-23,1:57,are any incoming requests okay the
3612,09-23,2:01,client side does not need to use 80
3613,09-23,2:04,because 80 is a full web server okay
3614,09-23,2:06,client-side also need to have a door
3615,09-23,2:09,open in order to communicate with others
3616,09-23,2:11,so then that small door can be any
3617,09-23,2:15,um can be any other random port numbers
3618,09-23,2:18,it doesn't need to be 80. okay that's
3619,09-23,2:20,something you need to pay attention and
3620,09-23,2:22,after i type in this command
3621,09-23,2:25,you can see it is trying to connect to
3622,09-23,2:28,this
3623,09-23,2:32,connect to this server okay these are
3624,09-23,2:34,all the responses after that okay after
3625,09-23,2:37,that after this connection is
3626,09-23,2:39,established okay what i what i'm doing
3627,09-23,2:42,is i'll send a get message
3628,09-23,2:46,i want to get this
3629,09-23,2:50,object this is one object
3630,09-23,2:52,okay the atp version is 1.1 that's the
3631,09-23,2:57,format i'll get okay a format of this
3632,09-23,3:00,request line after that i will specify
3633,09-23,3:05,who is the server
3634,09-23,3:10,okay i'm providing this guy i don't
3635,09-23,3:13,suggest you thought you must have knew
3636,09-23,3:14,as the server name okay and this line
3637,09-23,3:18,hostline is actually the header line
3638,09-23,3:20,okay here you can see in my request
3639,09-23,3:23,message i have only one request line
3640,09-23,3:28,which is get and one
3641,09-23,3:32,headline only two lines in my request
3642,09-23,3:35,message okay that's all
3643,09-23,3:38,foreign
3644,09-23,3:47,after that
3645,09-23,3:49,the server will respond okay i'm waiting
3646,09-23,3:52,for the server to respond
3647,09-23,3:53,so this entire thing
3648,09-23,3:58,is the response message
3649,09-23,4:07,okay if you look at the first line the
3650,09-23,4:11,first line is http 1.1 200 okay as we
3651,09-23,4:16,said this is actually the status line
3652,09-23,4:19,right the status line and then after
3653,09-23,4:22,that you see a number of header lines
3654,09-23,4:29,foreign
3655,09-23,4:37,you can see the dates of this response
3656,09-23,4:40,message date and time and the server for
3657,09-23,4:44,the uh for the web server this is apache
3658,09-23,4:47,okay that is the program and it's
3659,09-23,4:49,powered by php the content length the
3660,09-23,4:53,type etc okay so those are the header
3661,09-23,4:56,lines and after that you can see
3662,09-23,5:01,this entire thing
3663,09-23,5:06,okay
3664,09-23,5:09,so this is actually the data part okay
3665,09-23,5:12,do you remember
3666,09-23,5:14,if you look at here
3667,09-23,5:16,we said the data is appended after the
3668,09-23,5:19,header lines right so
3669,09-23,5:23,this part is the data okay and if you
3670,09-23,5:26,look at the data the dog type
3671,09-23,5:29,the document type is html okay and then
3672,09-23,5:35,um you can see uh
3673,09-23,5:37,this uh this file html file the head the
3674,09-23,5:42,title and everything the body okay so if
3675,09-23,5:45,you have learned html before you know
3676,09-23,5:47,this is actually one html page right one
3677,09-23,5:51,html file so basically what is happening
3678,09-23,5:56,here is actually i'm making a request to
3679,09-23,6:00,the server directly and the server is
3680,09-23,6:03,replying with the data it's responding
3681,09-23,6:07,with the data the data is just the one
3682,09-23,6:11,html file okay
3683,09-23,6:13,but since we are not using the web
3684,09-23,6:16,browser we are not using the web browser
3685,09-23,6:19,so this web page is not displayed as a
3686,09-23,6:23,web page it's actually just shown as a
3687,09-23,6:25,as the raw data okay and the raw data
3688,09-23,6:28,the source code uh that's what you see
3689,09-23,6:31,okay of course what will happen if
3690,09-23,6:34,you're if you are using the web browser
3691,09-23,6:37,then the backgrounds will will basically
3692,09-23,6:40,pass this part plus this um web page and
3693,09-23,6:44,display it in the browser okay question
3694,09-23,6:47,so far
3695,09-23,6:51,foreign
3696,09-23,6:55,so the next part this slide is showing
3697,09-23,6:59,you
3698,09-23,7:00,um another test okay i'm trying to
3699,09-23,7:03,connect to the web browser a web web
3700,09-23,7:06,server at sex state okay so you can say
3701,09-23,7:12,it's i'm trying to tell that to csus.edu
3702,09-23,7:16,at port 80.
3703,09-23,7:20,the connection is successful okay i'm
3704,09-23,7:22,able to connect directly with that
3705,09-23,7:24,server and i also sent
3706,09-23,7:27,one get message okay the gas the gut
3707,09-23,7:31,request message here is uh i'm trying to
3708,09-23,7:35,request for index.html
3709,09-23,7:38,okay
3710,09-23,7:39,but as you can see as you can see
3711,09-23,7:44,the server is replying to me another
3712,09-23,7:51,the stat line is is actually full for
3713,09-23,7:53,not fund okay what does this mean this
3714,09-23,7:57,means on the server side it doesn't have
3715,09-23,8:00,any a
3716,09-23,8:01,index.html file it cannot find it okay
3717,09-23,8:06,so you can see these are all the header
3718,09-23,8:08,lines
3719,09-23,8:09,and then you can see the data
3720,09-23,8:14,okay so although you can the server does
3721,09-23,8:18,not have any
3722,09-23,8:20,index.html file but it's still providing
3723,09-23,8:24,me a web page
3724,09-23,8:25,okay it's still providing me a web page
3725,09-23,8:28,this web page is just displaying
3726,09-23,8:30,actually the four funnel fund message
3727,09-23,8:33,okay if you don't trust me if you don't
3728,09-23,8:36,trust me you can open your web browser
3729,09-23,8:38,type in
3730,09-23,8:41,cs.csus.edu
3731,09-23,8:43,index.html and you can see what what
3732,09-23,8:46,will happen after that okay
3733,09-23,8:49,um of course i i did this uh years ago
3734,09-23,8:52,so probably the webpage changed is
3735,09-23,8:54,possible okay
3736,09-23,8:57,all right any questions so far
3737,09-23,9:08,okay so i would encourage you to try
3738,09-23,9:11,this on your own uh after class okay
3739,09-23,9:16,so the next thing we are going to
3740,09-23,9:19,discuss is uh about the cookies okay uh
3741,09-23,9:24,if you have watched the video on friday
3742,09-23,9:26,you probably have already known we
3743,09-23,9:30,mentioned one thing when we learn about
3744,09-23,9:32,http
3745,09-23,9:33,okay let me see we said
3746,09-23,9:37,http is stateless okay status basically
3747,09-23,9:42,means the server maintains no
3748,09-23,9:44,information about past client request
3749,09-23,9:46,okay so what does this mean this means
3750,09-23,9:51,um although the client
3751,09-23,9:53,sorry uh sorry i you can you can hear
3752,09-23,9:57,the noise again so this is this is some
3753,09-23,10:00,reminders kind of things it's pop out
3754,09-23,10:02,when i'm giving lectures uh hopefully
3755,09-23,10:05,you are not these terms by this okay
3756,09-23,10:09,um but again so http is stateless
3757,09-23,10:13,means the server maintains no
3758,09-23,10:15,information about the request the past
3759,09-23,10:18,client request although for example i'm
3760,09-23,10:20,visiting a website like amazon okay
3761,09-23,10:25,um the lab server will never remember my
3762,09-23,10:28,information
3763,09-23,10:29,so you may say that's not true
3764,09-23,10:31,okay because for example one day i want
3765,09-23,10:35,to buy something i put something for
3766,09-23,10:38,example i'm buying let's say uh a book
3767,09-23,10:41,okay i put in that i put that book into
3768,09-23,10:45,the cart okay and i didn't pay for it
3769,09-23,10:48,after many days when i come back again i
3770,09-23,10:51,can still see that book in my cart
3771,09-23,10:54,does this mean the server is remembering
3772,09-23,10:56,the information about the request
3773,09-23,11:01,this means this means i would say yes
3774,09-23,11:05,this means the server is indeed
3775,09-23,11:07,remembering information about the client
3776,09-23,11:11,request but
3777,09-23,11:14,it is not it is not because of http it's
3778,09-23,11:18,not it's not because the web server or
3779,09-23,11:21,the http session is remembering this
3780,09-23,11:24,it's actually because something else
3781,09-23,11:26,okay what is that something okay that is
3782,09-23,11:30,actually the cookie
3783,09-23,11:36,it's called cookies okay how do we use
3784,09-23,11:39,cookies
3785,09-23,11:40,so a cookie is basically composed of
3786,09-23,11:43,four components so firstly
3787,09-23,11:47,um
3788,09-23,11:49,okay header line of hp response message
3789,09-23,11:51,okay
3790,09-23,11:54,um and then cooking headline in the next
3791,09-23,11:56,request message
3792,09-23,11:59,um the third thing is the cookie file
3793,09-23,12:01,that is kept on the user's host and the
3794,09-23,12:04,last thing is the back end database at
3795,09-23,12:06,the website so four components probably
3796,09-23,12:08,now now you don't need you don't know
3797,09-23,12:10,why do we consider these four components
3798,09-23,12:13,and i'll explain this okay i also need
3799,09-23,12:15,this let's first look at example in this
3800,09-23,12:18,example somebody called susan
3801,09-23,12:22,um always access internet from pc so
3802,09-23,12:25,susan visits specific e-commerce site
3803,09-23,12:29,for the first time
3804,09-23,12:31,and because this is for the first time
3805,09-23,12:33,okay so when this request this initial
3806,09-23,12:37,atp request arrived at the site the site
3807,09-23,12:41,will create a unique id
3808,09-23,12:43,okay and store this id in the backend
