"video","timestamp","text"
"09-01","1:30","um later you will learn uh when we send something out this something is called"
"09-01","1:36","message after the application layer okay for example email message HTTP request"
"09-01","1:41","message okay it's called a message and then when it goes to a layer below like"
"09-01","1:48","the transport layer we will we have to break this message into smaller pieces which are called"
"09-01","1:56","packets okay of course are different later they have different names sometimes they'll cause the datagram"
"09-01","2:02","sometimes they are called packets okay sometimes they are called frames uh and"
"09-01","2:07","for now we will just call them packets but later uh we you will learn the names"
"09-01","2:14","at each layer okay so here again we want to talk about the"
"09-01","2:20","Lor thing okay so pack a switch"
"09-01","2:25","um package which include the ruptures and the um switches so here we are we talk about"
"09-01","2:33","routers for now okay the functionality for pack switch is the"
"09-01","2:39","package switching we call it package switching okay and it use it use some"
"09-01","2:44","method or mechanism called store and forward so what is Stone forward"
"09-01","2:49","let's look at this example here in this example we have three packets okay uh"
"09-01","2:55","one two three and you can see uh we will send the package we will send the data"
"09-01","3:01","to the link okay and then they have arrived at the router"
"09-01","3:08","so Stone forward means the entire package must arrive at the"
"09-01","3:16","router before it can be transmitted onto next link"
"09-01","3:22","okay so for example if you look at the packet of one half of the packet has already been sent"
"09-01","3:29","had already been delivered to the router okay and the other half is still here at the computer"
"09-01","3:35","now in this case the router cannot send this half onto the link because this"
"09-01","3:43","packet is not complete yet okay it will wait until the entire packet is clicked"
"09-01","3:50","is is complete and then send the data to this link"
"09-01","3:55","okay so this is called store and forward why do we need to discuss Stone forward"
"09-01","4:02","because we need to understand the transmission delay again okay do you"
"09-01","4:09","still remember transmission delay I told you here right I said is the time we use"
"09-01","4:17","to push the data to the link okay push the data out to"
"09-01","4:23","the name and you can think about this in this example in this example okay"
"09-01","4:30","so of course at the computer side firstly we need to put this push the"
"09-01","4:35","data out okay let's assume again that the package"
"09-01","4:40","is lbs okay now how much time and also the"
"09-01","4:46","bandwidth of the transmission rate for the first link is our okay"
"09-01","4:52","R BTS RBS per second then let me ask you the question how much time is needed"
"09-01","5:02","to push the data to push one package out to to the link"
"09-01","5:10","can tell me anybody want to a gas or I will try"
"09-01","5:20","how much time is needed to push one package"
"09-01","5:25","to the knee Kyle and uh hey Kyle said uh uh L over r"
"09-01","5:35","that is correct excellent so yes the time we need it here we can go to dt1"
"09-01","5:43","transmission delay 1 equals 2 L over r okay"
"09-01","5:49","and then those data will flow flow flow and then come to the launcher"
"09-01","5:57","so again the router will and wait until the entire packet is complete and then"
"09-01","6:04","push data out again okay so let me ask you a question do we"
"09-01","6:10","have transmission delay at the router"
"09-01","6:15","the way how transmission delay at the router that means do we need to spend some time"
"09-01","6:22","pushing the data out again from the router"
"09-01","6:28","yes because the data now the package is arrived at the router right we also need"
"09-01","6:33","to push it out so yes it still takes time to push out again it's like the"
"09-01","6:39","water flows from one tank to another tank okay it needs to flow off again so then"
"09-01","6:46","the time spent here can you tell me the time spent here equal to what"
"09-01","6:51","dt2 equal to what so that is L over R again why because"
"09-01","6:58","the package size is still l okay and the link the second link also"
"09-01","7:05","has a bandwidth of R so that's why it's l over R again okay"
"09-01","7:11","and then finally the data now arrived at the computer okay at the destination"
"09-01","7:17","if you consider the entire process if we do not consider any other delays"
"09-01","7:23","whatever okay we only consider the transmission delay we only consider the time we spent on pushing the data out"
"09-01","7:30","how much time in total did we spend on pushing the data out to"
"09-01","7:37","the link so it's just a dt1 plus dt2 right okay"
"09-01","7:43","that's great if you look at the example on the right one hop numerical example"
"09-01","7:49","in example L equals 7 0.5 Mbps MBS and R equals to 1.5 Mbps"
"09-01","7:58","so then Lor equal to 5. that means for"
"09-01","8:04","one Hub transmission delay that is uh five seconds okay so what what does one"
"09-01","8:10","hop mean one hop means here you can say uh from from here to here is one half from"
"09-01","8:18","here to here is another half okay um then in this example in total we say"
"09-01","8:25","okay the DT equals to d t one plus dt2"
"09-01","8:31","can you tell me the total number foreign"
"09-01","8:36","that equals 2 actually 10 seconds"
"09-01","8:43","okay so that equal to second in this example that is the transmission delay"
"09-01","8:48","we spent okay so the reason we have dt2 is because"
"09-01","8:55","of these store and forward mechanism okay any questions"
"09-01","9:06","all right so actually there are many other types of delays okay in this one"
"09-01","9:13","we only talk about uh some some of them and later when we talk about the"
"09-01","9:18","performance of the network I will introduce more okay for now let's consider another type of delay that is"
"09-01","9:26","queuing delay so what is you think about this when the pack is"
"09-01","9:32","arrive at the barometer the router needs some time to work on those packets for"
"09-01","9:37","example it may check the headers let me check the IP address it may"
"09-01","9:44","do some error checking Etc okay it takes time for the router to deal with this"
"09-01","9:50","package that means the router may be slow but the incoming"
"09-01","9:57","rate can be fast okay that means that there"
"09-01","10:02","there are more and more packets coming in so those packets cannot be dealt with"
"09-01","10:09","quickly now in this case they will be queued in the router and waiting to be"
"09-01","10:15","sent out okay so that is the queuing delay it's like it's just like uh when you go"
"09-01","10:22","to my office hours okay for example I need to spend time"
"09-01","10:28","um students okay on each student and then you that if there are so many students"
"09-01","10:35","coming in then this you don't have to be queue there okay that is the queuing delay"
"09-01","10:41","um currently usually indicates the network in the launcher at least the router is very busy"
"09-01","10:48","okay indicates the launcher is busy that's further indicates the network is"
"09-01","10:53","probably congested okay it's probably congested um but this is uh this is a"
"09-01","11:02","not the worst scenario okay even worse is sometimes the round should get too busy"
"09-01","11:09","okay uh and the router as you can see the launcher needs in some place to"
"09-01","11:16","store those um those packets so that is called the buffer"
"09-01","11:22","okay each router has a buffer to store those cute packets and sometimes the buffer is a full if"
"09-01","11:29","the buffer is a 4 and if there are still incoming packets what will happen"
"09-01","11:37","the the router will say oh I cannot hold more packets I cannot accomplish more so"
"09-01","11:43","I have to drop you okay then in this case we will have"
"09-01","11:49","data loss okay packet loss the package can be dropped if the memory"
"09-01","11:55","or buffer fills up okay it's just like when you go to my office hours I say oh"
"09-01","12:01","I can my my office can only outcome the 10 students okay if you are the 11th one"
"09-01","12:06","if you come in then I'll just kick you out okay so that is why the loss happens"
"09-01","12:12","in the test I may ask you"
"09-01","12:17","uh what are the reasons for queuing delay and what are the reasons for loss"
"09-01","12:24","okay uh you can see the reason for Q delay is because the incoming rate is much faster"
"09-01","12:31","than uploading rate Okay the reason that the loss can happen is because the memory or the buffer of"
"09-01","12:38","the voucher is for okay so then let's continue to discuss the two Network core functionalities"
"09-01","12:46","so the network code usually have two functions one is routing another one forwarding routine means determine the"
"09-01","12:54","source to destination routes taken by the packets okay um"
"09-01","13:00","the forwarding means move the packets from the wrong stress input to appropriate output okay so you may say"
"09-01","13:09","what are the differences what are the difference between routing and forwarding it is very different"
"09-01","13:17","um let's use the analogy of travel again okay so if you travel from New York to"
"09-01","13:26","Chicago sorry yeah sorry and if you travel from let's say Sacramento"
"09-01","13:34","okay to New York"
"09-01","13:40","okay and if this is Chicago"
"09-01","13:48","and if this is L A okay so you may decide to travel from Chicago"
"09-01","13:55","to New York or you want to travel from LA to New York okay so these are the"
"09-01","14:03","different rocks different ones when you choose the rubs that is the"
"09-01","14:10","routine okay for wording is like when you arrive at Chicago"
"09-01","14:17","okay she covered me how many incoming links and outgoing links to other cities okay"
"09-01","14:23","so when you arrived at Chicago Chicago need to decide oh okay so you need to go"
"09-01","14:29","to a biscuit okay in order to go to New York"
"09-01","14:34","so this is like forward forwarding you from the input ports to the output port"
"09-01","14:41","took to the appropriate output port and you may ask how could we do the"
"09-01","14:47","forwarding okay so routine is like determining the route okay foreign is like uh forward"
"09-01","14:56","the the packet from the incoming Port input port"
"09-01","15:02","to the appropriate output cost does this make sense it's like when you"
"09-01","15:08","arrive at Chicago Chicago will need to determine oh there are so many gates okay these are all the gates"
"09-01","15:16","foreign for you to to board again to fly again"
"09-01","15:24","how can we determine the route right who will determine the route the routing algorithm will determine the route and"
"09-01","15:31","who how can we determine the forwarding how can we do the forwarding okay I haven't talked about that part yet so"
"09-01","15:38","when we do the forwarding here for this example analogy you know okay I want to forward this person to this gate okay"
"09-01","15:47","how do we determine that uh in in networking it's similar things in networking we have something called the"
"09-01","15:53","local forwarding table local foreign people will check the header value of"
"09-01","15:58","each packet okay so the header value usually contains for example the IP address later we are going to talk more"
"09-01","16:03","about that but for now you only need to know oh okay each packet may have a header value"
"09-01","16:09","and then the router will check the header value to decide the output link"
"09-01","16:15","for example this one is zero one one so zero one one means oh I need to forward"
"09-01","16:20","this package to up output link two that means this one"
"09-01","16:25","okay so that is how the forwarding is done and some of you may ask uh then how"
"09-01","16:31","can we determine this Local 4 on the table that is a great question so determining"
"09-01","16:38","local foreign table we have to use routing Amazon the"
"09-01","16:43","routing algorithm the router will basically run the wrong key algorithm to determine the local forwarding table and"
"09-01","16:51","then the router will follow this local community board to do the forwarding okay answer for how we will discuss this"
"09-01","17:00","later in the network layer okay in the one two three four probably the fourth"
"09-01","17:05","capture okay we will determine uh the how we can run rough calcium and then"
"09-01","17:11","determine the local following table okay next the last discuss another type of"
"09-01","17:17","core okay we just talk about the packet switching after there is another type of"
"09-01","17:24","Network code which is called circuit switching okay"
"09-01","17:30","so what is circuit switching um circuit switching is very special"
"09-01","17:35","okay for now let's say you have destination you have computer a and computer B they want to communicate okay"
"09-01","17:44","surface which is like reserved around for them"
"09-01","17:49","okay Reserve are right for them for example you can see now each link we have four links now okay this link"
"09-01","17:56","this is called a link and each link has a full circuit as you can see circuit"
"09-01","18:01","one two three and four"
"09-01","18:06","okay so each link has a four third circuits"
"09-01","18:11","if a wants to talk to B what we can do is we reserve"
"09-01","18:19","this link sorry this circuit and"
"09-01","18:24","this circuit so we reserve these two circuits for the"
"09-01","18:30","communication between A and B nobody else can use it only A and B can use"
"09-01","18:35","this to communicate so it's like telephone Network okay it's uh that means it's dedicated"
"09-01","18:43","resource okay and there's no sharing it has a certain like performance the"
"09-01","18:49","performance is guaranteed because nobody else is competing with you okay"
"09-01","18:54","you can use this this uh this link uh this circuit"
"09-01","18:59","um uh if you want okay and pay attention"
"09-01","19:05","because no sharing happens okay so this surface segment May idle may get idle if"
"09-01","19:13","no one is using it if a is not using this circuit okay nobody else can use it"
"09-01","19:20","so then the circuit is is it becomes idle okay so this is commonly used in traditional"
"09-01","19:27","telephony networks uh it is not used very often now okay it's not usable now"
"09-01","19:34","it's all like also time design any questions"
"09-01","19:43","okay so pay attention again circuits which is like reserved okay reserved"
"09-01","19:50","resources dedicated resources okay uh but when we see reserved or dedicated"
"09-01","19:56","that doesn't mean uh A and B will will take this circuit forever"
"09-01","20:03","okay no no it's not like that okay it's just the mains it's just the means"
"09-01","20:10","um uh this uh this this this uh this"
"09-01","20:16","circuit may be reserved for example for a certain time so between this for"
"09-01","20:22","example this is a second nobody else can use it okay between this second this is"
"09-01","20:27","a reserved for end okay or it can be um reserved in some other way for"
"09-01","20:33","example uh as as here we will see it can be frequency different okay so let's"
"09-01","20:38","talk about two ways for reserving Huawei is called free consideration"
"09-01","20:49","okay let's see if we have four users and then we we have only one channel how"
"09-01","20:56","can we allow for users to communicate at the same time if they all want to use this channel"
"09-01","21:03","what we can do is we divide the this entire channel into different frequencies okay then each user will use"
"09-01","21:11","its own uh frequency okay that's mommy another way is we do"
"09-01","21:20","time limit so time DNA basically means oh I can divide the time and"
"09-01","21:28","um so at the for example if each each uh bar here is just one second so then the"
"09-01","21:36","blue user can use this many seconds okay first seconds uh fifth second it's like that okay the"
"09-01","21:43","green users can do this okay it is reserved in that second for"
"09-01","21:50","the blue users of reusers okay nobody else can use that does this make sense"
"09-01","21:57","this is time table time with emitter might flexing and"
"09-01","22:04","frequency dividend might collection okay um let me give you an analogy"
"09-01","22:11","when you drive on the road so you may have one rope and we have so"
"09-01","22:18","many different types of cars driving on the road right foreign is like oh I have this many cars"
"09-01","22:28","there's many different uh types then I can divide this road into different"
"09-01","22:34","lengths different lens"
"09-01","22:40","okay for example I may have buses"
"09-01","22:46","on this line and small cars on this line and trucks"
"09-01","22:52","I'm listening okay they can only drive on their own land they cannot use others"
"09-01","22:59","lens okay that is the frequency given time remainder is like"
"09-01","23:05","okay I have only one Road okay so the first hour"
"09-01","23:16","for the first hour only buses can drive okay buses can be here for the entire"
"09-01","23:23","life can can use any any um we have no lens now okay"
"09-01","23:31","so the bus can drive in whatever way it is like it likes okay so the second"
"09-01","23:38","hour we will have smaller cuts to drive on the road nobody else can use this room"
"09-01","23:45","and the third hour only trucks"
"09-01","23:52","only trucks can drive on the road nobody else can use that so it's like that and"
"09-01","23:58","of course the fourth algorithm will help us again fifth we'll have cards again okay any questions"
"09-01","24:10","okay Okay so then for circuit switching and packaging"
"09-01","24:16","we know they are different package switching we do not do any reservation which is not dedicated resources if you"
"09-01","24:23","want to send something you can go ahead to send it but we cannot guarantee the resources are available for you"
"09-01","24:31","okay for circuit switching we will guarantee you have resources okay which"
"09-01","24:37","way is better okay which way is better the conclusion is"
"09-01","24:43","packing switching allows more users to use the network"
"09-01","24:48","okay um how do we know that we can do some"
"09-01","24:53","calculation okay now we assume we have a link that is one Mbps one m means one"
"09-01","25:02","mega bits per second okay so this is the benefit of the link"
"09-01","25:08","that's basically equals to 1000 kb per"
"09-01","25:15","second right one Mega beats equal to one thousand KB"
"09-01","25:21","then um we assume"
"09-01","25:26","if the user is active active means it wants to communicate it"
"09-01","25:31","wants to transmit data then this user"
"09-01","25:37","will use 100 kb per second okay"
"09-01","25:43","and also for every user the average time for it to be active is"
"09-01","25:50","just 10 percent of the time okay it's not always working right it's it will"
"09-01","25:56","works only for 10 of the time okay"
"09-01","26:01","um then in this case let's do some calculation if we are using circuit switching how"
"09-01","26:09","many users can be accommodate you think about this for circuit switching we need to reserve the"
"09-01","26:18","resource for the users so how many how many users can be accommodate"
"09-01","26:27","so basically we have in total 1000 kb per second this is the Total"
"09-01","26:34","Resource we have right and each one each user want to use"
"09-01","26:40","100 PB per second"
"09-01","26:46","that means we can accommodate at most 10 users"
"09-01","26:52","right so it's like you have 1 000 airports each person"
"09-01","26:58","wants to get 100 airports so how many people can you can you can give airport"
"09-01","27:03","you can give only 10 people okay so it's like that"
"09-01","27:09","very simple very straightforward but how about pack is switching"
"09-01","27:15","for package switching how many users cannot complete"
"09-01","27:21","okay so here we give an example if we have 35 users"
"09-01","27:28","if we have 35 users keep in mind again those 35 users are"
"09-01","27:35","not always working each user will only be active for 10 percent of time"
"09-01","27:42","okay and again if they are all working of"
"09-01","27:47","course we cannot we cannot accommodate that many users right as long as there are less there are 10"
"09-01","27:54","or less users being active then we are good okay because we can accommodate and most"
"09-01","28:01","10 users at the same time then you may want to calculate"
"09-01","28:06","what is the probability for more than 10 users being active at the same time"
"09-01","28:14","because if this probability is very big very high"
"09-01","28:19","that means it's not good because there are always more than 10"
"09-01","28:24","million for example there are always modern users being active then"
"09-01","28:29","then um there are some users who cannot use the resources right but if the"
"09-01","28:35","probability is a very low that's a good thing okay"
"09-01","28:41","actually if you do the calculation the probability for 10 users being active at"
"09-01","28:48","the same time is less than 0.0004 it's a very small probability"
"09-01","28:56","okay that means it's a good thing okay that means we can actually accompany"
"09-01","29:03","a lot of users because not many will be active at the same time"
"09-01","29:09","okay so some of you may ask how do you how did we get this value this value is calculated using the"
"09-01","29:18","probability Theory so basically for example if we have 11 users being active"
"09-01","29:24","at the same time the probability is a month 35"
"09-01","29:30","we randomly choose 11. okay and for the 11 users sorry"
"09-01","29:40","the 11 users we want them to be active at the same"
"09-01","29:46","time this is a 0.1 to the power 11. times"
"09-01","29:52","for all the others they have to be silent okay so that is 0.9"
"09-01","29:58","times all the others means the remaining 24 users"
"09-01","30:04","okay Plus if we have 12 users"
"09-01","30:11","being active at the same time so that is 35 we choose Tau randomly and then"
"09-01","30:19","0.1 to the power of 12 times 0.9 to the"
"09-01","30:25","power 23 because 23 also need to be silent plus C"
"09-01","30:31","35 which was 13 0.1 13 0.9"
"09-01","30:37","[Music] uh 22 plus continue until you are done"
"09-01","30:44","with all 35 users okay that's how we get the probability"
"09-01","30:50","so for this class you do not need to understand or remember this one no need"
"09-01","30:56","okay no need to remember the formula okay this is just to to uh show you how"
"09-01","31:03","we get the probability so the takeaway message"
"09-01","31:08","take away message is pack your switching can accommodate much"
"09-01","31:15","more users than circuit switching as you can imagine okay"
"09-01","31:20","but is package switching uh a slam dunk"
"09-01","31:26","winner okay we will say not naturally but most of the time packs which is better than"
"09-01","31:33","circuit switching okay package switching is great for birthday data"
"09-01","31:40","um so for example uh if you want to send a lot"
"09-01","31:46","of data the video data for example a lot of data I mean in a very short period"
"09-01","31:51","okay then package switching is is of course much better because you don't need to reserve things for others you"
"09-01","31:59","only need to utilize the resource as much as possible okay and it's very simple there is no"
"09-01","32:06","core setup for circuit switch if you want to share data you want to transmit"
"09-01","32:12","it and you have to set up a call first okay"
"09-01","32:18","um but the the the the down Point okay the"
"09-01","32:23","drawback of the package meeting is that you may experience the packet delay and loss because of the excessive congestion"
"09-01","32:31","you can imagine if a lot of users they all want to transmit data out then the network is too busy then in this case we"
"09-01","32:38","may experience the packet loss and delay okay um so in this case we may want to"
"09-01","32:44","address that issue what if packet is delayed what if a packet is lost so we"
"09-01","32:50","may need some protocols to address that issue um the protocols is called reliable data"
"09-01","32:56","transfer protocol okay and we may also need to do some congestion control to avoid a lot of users"
"09-01","33:04","overwhelming the network at the same time okay so that is congestion control"
"09-01","33:10","uh so then the question becomes oh how can we"
"09-01","33:15","accommodate more users while we can steal uh guarantee the performance okay"
"09-01","33:23","this is like the circle like Behavior how to provide circular Behavior which"
"09-01","33:29","means guarantee the performance while we can still accommodate more users"
"09-01","33:35","uh unfortunately this is steel and unsolved problem okay"
"09-01","33:42","uh the the researchers are still working really hard to address this problem"
"09-01","33:49","okay um so that's all about the package meeting and the circus meeting"
"09-07","0:03","all right so the next thing I'm going to discuss is about a network uh structure"
"09-07","0:08","or we say internet structure okay so we mentioned at the very first I mean the"
"09-07","0:16","second class we've discussed or the third class act so when we do the discussion I asked what is network and"
"09-07","0:22","most of USA Network is a combination of nodes and links okay so basically we"
"09-07","0:29","know okay we have a number of devices and we need to connect them together but the question is"
"09-07","0:36","the question is how can we connect those devices together throughout the study we have we have"
"09-07","0:43","done so far you learned that it is not possible to connect every device to the"
"09-07","0:51","other device directly with one cable you imagine this this is this the scalability is is a really bad okay so"
"09-07","1:00","that's why that's why instead of connecting those devices directly with"
"09-07","1:06","cables okay we usually we need something called Network code the routers in"
"09-07","1:12","between right routers in return to connect those devices so basically we"
"09-07","1:18","have access Networks okay access now works means the"
"09-07","1:23","institutional Network the residential Network the mobile networks okay so"
"09-07","1:29","those devices will access Internet through the access networks so those"
"09-07","1:34","devices will need to be connected to the access networks first and then the"
"09-07","1:39","access networks are connected to the routers to the internet core okay"
"09-07","1:47","and we can see we can also support those access networks sometimes we also call them access isps okay so uh I shouldn't"
"09-07","1:56","say this I should say the access is access internet service providers SP or"
"09-07","2:03","internet service providers like Comcast atnt they are all internet service providers so those access isps basically"
"09-07","2:12","provide those access networks for you to connect okay"
"09-07","2:18","so that's why we also have residential ISP company ISP University ISP okay so"
"09-07","2:26","then the question becomes oh we have those excess isps how can we connect"
"09-07","2:31","them together okay because if you do not connect them together they are still isolated"
"09-07","2:38","it's still it cannot be called as Internet okay so then we need to connect"
"09-07","2:44","them together how can we connect them together let's look at an example"
"09-07","2:49","so the question is given millions of access isps how to connect them together"
"09-07","2:56","we can imagine how many access isps we have right so your home network can"
"09-07","3:02","become Access Network your company Network University Network they are all"
"09-07","3:07","access networks okay how can we connect them together can we do this"
"09-07","3:14","can we connect each ISP to every other access ISD"
"09-07","3:19","select this what do you think"
"09-07","3:27","how to set a weekend but not a good idea what do you think what do others think"
"09-07","3:34","is this a good idea connect each one probably didn't see this clearly let's see connect each one"
"09-07","3:41","with every other this can this we can do this right it's"
"09-07","3:48","like we connect it's similar actually to the question we discussed before regarding devices we can of course"
"09-07","3:55","connect each device with with every other device but it's not scalable"
"09-07","4:01","okay okay so you all agree that this is not a good idea"
"09-07","4:07","it's the same thing here in this in this question okay if we connect each access"
"09-07","4:12","ISP to every other it says IP ISP this"
"09-07","4:18","does not scale why if you think about this if we have n"
"09-07","4:29","if we have any networks or an access networks okay so then"
"09-07","4:35","when we connected the first one with every other one we need to make n minus"
"09-07","4:40","one connections right then for the second one"
"09-07","4:48","for the second one we need to connect to every other"
"09-07","4:53","Excel Network we need to make another uh minus two connections because it is"
"09-07","4:59","the second one is already connected to the first one okay so that's why it's a minus two"
"09-07","5:05","then the third one and minus three the fourth one"
"09-07","5:11","and minus four so we'll continue until we only need to make one connection so"
"09-07","5:17","this is the number of connections we need to make if you have learned how to"
"09-07","5:22","calculate this okay this basically equal to one plus"
"09-07","5:29","a minus one this one plus this one"
"09-07","5:37","time the number the number the total number is n minus 1 divided by two"
"09-07","5:44","so this is basically n times n minus one divided by two so you can see"
"09-07","5:54","okay so this is okay so that's why you can see the"
"09-07","6:01","complexity is actually o big N2"
"09-07","6:06","okay all big and square then this doesn't scale that's why this is not a good idea that's why we want to use"
"09-07","6:15","something in the middle to connect every Access Network okay so"
"09-07","6:20","now what is in the middle if what we put in the middle is called the ISP Global IST which can provide a"
"09-07","6:29","number of routers okay but can we have one Global ISP"
"09-07","6:36","apparently no why because"
"09-07","6:43","we may have competitors okay"
"09-07","6:48","you may have competitors"
"09-07","6:54","Jim said okay no problem James please go ahead to"
"09-07","7:01","reconnect and rejoin if you need okay sorry for interrupting"
"09-07","7:07","um so as we said we cannot have one Global SP we may have competitors then"
"09-07","7:13","the competitors here means we have a number of isps and we may have iSpa ispb"
"09-07","7:19","ispc okay or even more so it's like we have Comcast ATT so this is"
"09-07","7:29","this is within one country of course between the countries we may also have other competitors right so it's like in"
"09-07","7:36","China we also have other uh SP providers okay so then"
"09-07","7:43","now we have ice piece so you can see all the access networks are connected to ISP"
"09-07","7:48","to the isps but we still need to connect those isps together if they are not"
"09-07","7:54","connected together then again this internet is is not an internet right it's not connected"
"09-07","8:00","so then we will connect them using some peering links okay and on top of this okay we may have"
"09-07","8:08","some internet exchange points okay it's still used to connect those"
"09-07","8:14","um those isps okay the functionality is basically the same as the peer links okay"
"09-07","8:23","and then we may also have some Regional networks the regional networks can"
"09-07","8:29","connect those access networks and then be connected to the global isps or"
"09-07","8:34","connect to the to the isps okay on top of that we may also have some other"
"09-07","8:41","content provider Network so what are those uh basically some big companies"
"09-07","8:46","like Google you think about this like Google Microsoft especially for those"
"09-07","8:52","um video providers like YouTube right so they do not want to use"
"09-07","8:59","the services from the internet service providers why because they need to pay a"
"09-07","9:05","lot of money so some of those big companies they may run their own network"
"09-07","9:11","they may want to bring the services closer to the users okay so the users"
"09-07","9:18","can get faster speed you can access their resources faster like downloading videos faster like that so those those"
"09-07","9:26","Networks established by those big companies are called the content provider Network okay"
"09-07","9:33","later when we talk about the video applications we are going to discuss more about this"
"09-07","9:38","but now you can see you can see the structure okay the structure of Internet is basically a network of networks we"
"09-07","9:47","have a bunch of excess ice piece and then on top of that"
"09-07","9:52","we have Regional isps which may connect to the access isps and then we have some"
"09-07","9:58","Tier 1 isps and also the content provider networks so those all these things are connected"
"09-07","10:06","with each other okay they are interconnected so that's like the structure of the internet okay"
"09-07","10:13","any questions so far I XP"
"09-07","10:27","okay XP is internet exchange point so as we have"
"09-07","10:33","learned here do you see okay so basically sometimes we use uh"
"09-07","10:41","those those links called periodics to connect the ISP together but sometimes we use"
"09-07","10:46","internet exchange points to connect those ISP together"
"09-07","10:52","okay any other questions"
"09-07","11:00","okay all right so then you can see uh this is a like the theorem or one example for"
"09-07","11:08","tier one ISP this is the network for Sprint and uh you may say the those red points"
"09-07","11:16","are called point of presence so those point of presents are very important so"
"09-07","11:22","they have routers to connect to the backbone Network and they also have the"
"09-07","11:27","routers connected to the customers and then they need those routers be connected to each other okay so to make"
"09-07","11:35","this entire network work all right so that's all about the network core any questions so far"
"09-07","11:48","okay so the next thing we are going to discuss is about uh the performance of"
"09-07","11:54","the networks including the delays the loss the throughput Etc"
"09-07","11:59","we have learned about some of the delays like transmission delay before but today"
"09-07","12:05","we are going to cover more delays and we may have some calculations we may have some"
"09-07","12:12","questions that may appear in the test so please pay attention to this section the first question is"
"09-07","12:18","how do the delay and loss occur so I have just actually I explained in"
"09-07","12:25","the review just now right when the package arrives okay when the packet arrival rate"
"09-07","12:35","exceeds the output link capacity that means the incoming speed is faster"
"09-07","12:42","than the outgoing speed then in this case we may have"
"09-07","12:48","we may have the package queued here in the router so if the incoming speed"
"09-07","12:56","is much faster than outgoing speed then we may have the"
"09-07","13:01","package queued in the router this is called queuing delay okay"
"09-07","13:07","then those are those packets have to be queued there waiting to be processed by"
"09-07","13:12","the router if this if I mean the the speed are even"
"09-07","13:19","faster the incoming speeds are even faster and finally the router run out of buffer"
"09-07","13:28","then the router will say I do not have enough space to hold you okay so I have to drop"
"09-07","13:35","here that is called the package drop okay this is how the loss happens okay it's"
"09-07","13:44","like if in my office hours Let's see if I can handle if if let's say in the physical office"
"09-07","13:53","hours my office can handle at most common animals that 10 students in my"
"09-07","14:00","office then if we have the 11th one tells one coming I will say oh sorry I"
"09-07","14:06","cannot accommodate more students right now okay so please please leave then that's like package drop okay"
"09-07","14:14","so as I said this may become a test question I may"
"09-07","14:20","ask you how could the queen delay happen you"
"09-07","14:25","know that's because the incoming speed is bigger than outgoing speed okay if I"
"09-07","14:33","ask how could the loss happen then that's because the buffer of the routers"
"09-07","14:42","are for okay"
"09-07","14:48","okay um there is a question in the chat how is that corrected when a package is"
"09-07","14:53","dropped this is a great question if a packet is dropped what will happen"
"09-07","14:58","next what should we do okay this is actually one major topic we are going to"
"09-07","15:04","discuss in the transportator about reliable data transfer okay there are"
"09-07","15:10","actually a very complicated mechanism to correct that okay so for example we may"
"09-07","15:16","notify the sender say hey the packet is lost I didn't receive that please resend"
"09-07","15:22","it okay so the sender May resend it so that is one mechanism that may be used to correct this okay I don't want to"
"09-07","15:30","dive deep into this topic because we are going to keep devote a lot of time to that topic but hopefully hopefully that"
"09-07","15:37","gives you a basic idea to that problem great question question uh any other"
"09-07","15:43","questions"
"09-07","15:48","okay great so then let's look at the the"
"09-07","15:55","packaging delay packet delay is actually a very"
"09-07","16:00","important part in networking you think about uh if I'm not sure if you have"
"09-07","16:05","used any of the functionality functionalities before for example when you're playing a network"
"09-07","16:11","sometimes it will show how much time it takes for"
"09-07","16:17","uh for a packet to um to arrive at the destination and then"
"09-07","16:22","come back right or sometimes we say oh the network is very fast the network is very slow and what does this mean"
"09-07","16:28","Network fast basically means um your packets or your data can arrive"
"09-07","16:34","at the destination very fast okay then"
"09-07","16:40","um network is very slow means your packet can arrive at the network very slowly"
"09-07","16:46","okay then pack a delay is actually one major component in this"
"09-07","16:53","in this um in this process okay"
"09-07","16:59","so then what are the what are the reasons for packet delay why do we have"
"09-07","17:04","a pack really we have learned one reason one reason is called transmission delay"
"09-07","17:11","okay why do we have transmission delay if your skill remember what we learned"
"09-07","17:16","transmission delay basically happens because"
"09-07","17:22","we may have a link okay the link is like water pipe then the data is like water"
"09-07","17:28","you have to push the data into the link so that is the transmission delay okay"
"09-07","17:35","and in addition to that we may also have a third other type of delays one type is"
"09-07","17:43","called noodle processingly so what is nodal processingly no the processing link is usually used"
"09-07","17:50","by the routers to check the bit errors to determine"
"09-07","17:55","which output link I should forward this package to okay usually the noodle"
"09-07","18:01","processing delay is very fast it's typically smaller than 10 seconds okay"
"09-07","18:07","then that's another processionally it happens within the router okay that's the second type"
"09-07","18:14","we talk about one type transmission delay another type is noodle processing delay the third type of delay is secure"
"09-07","18:22","delay currently I have also mentioned right so q a happens because you need to"
"09-07","18:27","wait at the launcher okay for transmission"
"09-07","18:32","okay because there are so many packets written there it's like in my office hours again okay this depends on the"
"09-07","18:40","congestion level of the router the community Lane may be very long maybe very short okay so it varies"
"09-07","18:49","M second season is a milliseconds"
"09-07","18:54","okay yeah and then"
"09-07","19:01","um that's the third type of delay the last type of delay is called propagation delay what is professionally propagation"
